Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
70204,The Filson Club history quarterly,151874,,,,
27694,The Florida nurse,154199,,0.03,0.114,
13022,The Fordham urban law journal,1994646,,,,
101014,The Fortnightly review of the Chicago Dental Society,0009353X,,,,
12100155623,The Forum for Social Economics,7360932,,0.66,0.163,0.794
5700169133,The French Review,0016111X,,,0.123,0.105
25063,The Functional orthodontist,87563150,,,,
21804,The Futurist,163317,,,,
25591,The Georgia historical quarterly,168297,,,,
5700153194,The German Quarterly,168831,,0.1,0.1,0.484
5700153863,The Germanic Review,168890,19306962,0.12,0.102,0.137
29070,The Gerontologist,169013,,3.49,2.038,2.064
19600162013,The gulf journal of oncology,20782101,,,,
24665,The Guttmacher report on public policy,10967699,,,,
7100153136,The Hague Journal of Diplomacy,18711901,1871191X,0.48,0.112,0.174
36989,The Hand,0072968X,,,,
16071,The Harvard mental health letter / from Harvard Medical School,10575022,,,,
98963,The Health care supervisor,7313381,,,,
13407,The Health service journal,9522271,,0.02,0.102,
93179,The Healthcare Forum journal,8999287,,,,
80436,The healthcare strategist,10970819,,,,
25657,The Hispanic American Historical Review,182168,,0.43,0.213,1.587
99392,The Hopkins HIV report : a bimonthly newsletter for healthcare providers / Johns Hopkins University AIDS Service,15518396,,,,
19700186163,The Hospital,185477,,,,
89035,The Hospital manager/ American Hospital Association,7409982,,,,
14998,The Human life review,979783,,,,
24188,The Humanist,187399,,,,
14459,The Huntington Library quarterly,187895,1544399X,0.25,0.107,0.52
25573,The Implant Society : [periodical],10593489,,,,
81927,The Indian journal of chest diseases,195111,,,,
26625,The Indian journal of chest diseases & allied sciences,3779343,,0.47,0.237,
19500157498,The Indian journal of child health,4457684,,,,
61824,The International journal for hybrid microelectronics,2778270,,,,
26843,The International Journal for the Psychology of Religion,10508619,,1.37,0.738,1.122
25611,The International journal of adult orthodontics and orthognathic surgery,7421931,,,,
19079,The International journal of African historical studies,3617882,,0.14,0.121,0.199
96386,The International journal of analytical and experimental modal analysis,8869367,,,,
80386,The International journal of applied engineering education,7420269,,,,
24727,The International journal of applied philosophy,0739098X,,,,
21100313911,The international journal of esthetic dentistry,,2198591X,0.66,0.383,
62654,The International journal of human factors in manufacturing,10452699,,,,
68242,The International journal of occupational health & safety,932205,,,,
52344,The International journal of oral implantology : implantologist,10481842,,,,
92460,The International journal of oral myology,3604004,,,,
25632,The International journal of orofacial myology : official publication of the International Association of Orofacial Myology,7350120,,,0.105,
16178,The international journal of psychiatric nursing research,9680624,,,,
5700163257,The International Journal of Qualitative Methods,16094069,,1.15,0.367,0.787
15341,The International journal of the history of sport,9523367,,0.39,0.275,0.488
17600155423,The International Journal of Transitional Justice,17527716,17527724,2.31,0.724,1.902
12100156346,The Interpreter and Translator Trainer,1750399X,,0.74,0.737,1.208
90751,The Investor-owned hospital review,937312,,,,
19700186259,The Iowa dental bulletin,0021048X,,,,
25645,The Iowa dental journal / Iowa State Dental Society,210498,,,,
29822,The Iowa orthopaedic journal,15415457,,1.5,0.559,
37835,The Japanese journal of human genetics,9168478,,,,
74002,The Japanese journal of tuberculosis,,,,,
92177,The Japanese journal of tuberculosis and chest diseases,215279,,,,
29373,The Jewish Quarterly Review,216682,,0.22,0.129,0.821
16137,The John Marshall law review,0270854X,,,,
29188,The Johns Hopkins medical letter health after 50,10421882,,,0.1,
19700186282,The Johns Hopkins nurses alumnae magazine,,,,,
92037,The Joint Commission journal on quality improvement,10703241,,,,
5800207391,The Journal of Adult Protection,14668203,,0.82,0.314,0.836
64847,The Journal of Allergy,218707,,,,
5800208396,The Journal of American Culture,15427331,1542734X,0.05,0.101,0
87429,The Journal of antibiotics. Ser. B,4478991,,,,
15383,The Journal of applied behavioral science,218863,,1.98,0.779,1.434
101340,The Journal of asthma research,219134,,,,
15843,The Journal of audiovisual media in medicine,0140511X,,,,
19400157857,The Journal of aviation medicine,0095991X,,,,
5800171006,The Journal of Ayn Rand Studies,15261018,,0.26,0.1,0.659
96692,The Journal of Behavioral Economics,905720,,,,
15841,The Journal of biocommunication,942499,,,,
87878,The Journal of Bioethics,2789523,15733645,,,
19400157882,The Journal of biophysical and biochemical cytology,959901,,,,
15391,The Journal of Black Psychology,957984,,1.31,0.631,1.026
23848,The Journal of cardiovascular management : the official journal of the American College of Cardiovascular Administrators,10535330,,,,
19700186306,The Journal of clinical nutrition,959871,19383215,,,
62393,The Journal of clinical pharmacology and new drugs,219754,,,,
52838,The Journal of clinical pharmacology and the journal of new drugs,959863,,,,
61306,The Journal of comparative pathology and therapeutics,3681742,,,,
15878,The Journal of contemporary health law and policy,8821046,,,,
19700186028,"The Journal of criminal law and criminology, including the American",8852731,,,,
19500157518,The Journal of dental medicine,960241,,,,
99562,The Journal of development communication,1283863,,,,
24784,The journal of ethics,13824554,,0.72,0.951,1.313
5700161854,The Journal of Eurasian Research,15380378,,,,
28207,The journal of family health care,14749114,,,,
31616,The Journal of fire & flammability,221104,,,,
33413,The Journal of fire retardant chemistry,3621693,,,,
21100464638,The Journal of frailty & aging,22601341,22734309,1.79,0.573,
12816,The Journal of General Education,213667,15272060,0.31,0.131,0.197
21100867681,The journal of hand surgery Asian-Pacific volume,24248355,24248363,,,
14140,The Journal of health administration education,7356722,,,,
12100155630,The Journal of Human Justice,8472971,,,,
15539,The Journal of humanistic education and development,7356846,,,,
5700176509,The Journal of Indo-European Studies,922323,,0.28,0.143,1.148
19600162100,The Journal of industrial hygiene and toxicology,959030,,,,
5600153495,The Journal of Industrial Relations,221856,14729296,0.99,0.486,0.907
21698,The journal of knee surgery,15388506,,1.78,0.97,0.85
13773,The Journal of laryngology and otology. Supplement,1442945,,,,
16239,The Journal of Law and Religion,7480814,,0.18,0.115,0.487
9500154032,The Journal of legal medicine,1947648,1521057X,0.34,0.135,0.292
5600156029,The Journal of Legislative Studies,13572334,17439337,1.02,0.89,1.083
58985,The Journal of long term care administration,934445,,,,
70579,The Journal of long term home health care : The PRIDE Institute journal,10724281,,,,
71124,The Journal of medical humanities and bioethics,8826498,,,,
66754,The Journal of medical laboratory technology,3683109,,,,
19700170190,The Journal of Men's Studies,10608265,19330251,1.05,0.37,0.79
19400157905,The Journal of mental science,0368315X,,,,
12826,The Journal of Negro Education,222984,,0.54,0.319,0.78
78427,The Journal of new drugs,960284,,,,
69976,The Journal of Nihon University School of Dentistry,290432,,,,
94641,The Journal of nursing care,1627155,,,,
28236,The journal of nursing research : JNR,16823141,,0.98,0.492,0.743
53283,The Journal of obstetrics and gynaecology of the British Commonwealth,223204,,,,
98841,The Journal of obstetrics and gynaecology of the British Empire,3071871,,,,
29955,The Journal of oncology management : the official journal of the American College of Oncology Administrators,10619364,,,,
26153,The Journal of oral implantology,1606972,,1.09,0.569,0.691
27328,The journal of pastoral care & counseling : JPCC,15423050,,0.16,0.145,
58926,The Journal of pathology and bacteriology,3683494,,,,
24826,The Journal of Philosophy,0022362X,19398549,0.84,2.1,1.147
21100198554,The Journal of Pipeline Engineering,17532116,,0.3,0.137,0.778
19900191584,The Journal of Poverty and Social Justice,17598273,17598281,1,0.479,0.73
28248,The Journal of practical nursing,223867,,,,
90406,The Journal of preventive dentistry,962732,,,,
55397,The Journal of rheumatology. Supplement,3800903,,,0.108,
11600153627,The Journal of Social Policy Studies/Zhurnal Issledovaniy Sotsial'noy Politiki,17270634,,0.21,0.146,0.394
9500153976,The Journal of social welfare law,1418033,,,,
21100430800,The Journal of Soviet Military Studies,0954254X,,,,
88307,The Journal of sports medicine,904201,,,,
72258,The Journal of the All India Dental Association,3770516,,,,
54424,The Journal of the American Academy of Gold Foil Operators,27146,,,,
15206,The Journal of the American Academy of Orthopaedic Surgeons,1067151X,,2.73,1.41,1.819
85064,The Journal of the American Association of Nephrology Nurses & Technicians,3607615,,,,
27041,The Journal of the American Board of Family Practice / American Board of Family Practice,8938652,15448770,,,
23803,The Journal of the American College of Dentists,27979,,0.73,0.311,
92557,The Journal of the American Dental Hygienists' Association,28185,,,,
30406,The Journal of the American Osteopathic Association,986151,,0.45,0.214,0.345
81741,The Journal of the American Paraplegia Society,1952307,,,,
65195,The Journal of the American Society of Psychosomatic Dentistry and Medicine,31194,,,,
27570,The Journal of the Arkansas Medical Society,41858,,0.1,0.109,
28001,The Journal of the Association of Physicians of India,45772,,0.29,0.204,0.348
19700186166,The journal of the California State Dental Association and the Nevada,994502,,,,
87906,The Journal of the College of General Practitioners,3074749,,,,
59940,The Journal of the Dental Association of South Africa = Die Tydskrif van die Tandheelkundige Vereniging van Suid-Afrika,118516,,,,
20218,The Journal of the Egyptian Public Health Association,132446,,0.39,0.204,0.278
19400157858,The Journal of the Florida Medical Association. Florida Medical Association,930970,,,,
69650,The Journal of the Florida State Dental Society,3601676,,,,
25525,The Journal of the Greater Houston Dental Society,10620265,,,,
25593,The Journal of the Indiana Dental Association,196568,,0.01,0.101,
57826,The Journal of the Indiana State Dental Association,926116,,,,
66194,The Journal of the Indiana State Medical Association,196770,,,,
62591,The Journal of the Institute of Hospital Engineering,9531211,,,,
91394,The Journal of the International College of Surgeons,0096557X,,,,
78530,The Journal of the Kansas Medical Society,228699,,,,
63229,The Journal of the Kansas State Dental Association,228796,,,,
82598,The Journal of the Kentucky State Medical Association,,,,,
17125,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society,246921,,0.12,0.109,
26229,The Journal of the Michigan Dental Association,262102,,0.03,0.103,
95498,The Journal of the Michigan State Dental Association,987107,,,,
55054,The Journal of the New Jersey State Dental Society,0028596X,,,,
59787,The Journal of the North Carolina Dental Society,292443,,,,
75732,The Journal of the Ontario Dental Association,302864,,,,
60396,The Journal of the Oregon Dental Association,304670,,,,
22922,The Journal of the Philippine Dental Association,317497,,,,
70405,The Journal of the Royal College of General Practitioners. Occasional paper,3096300,,,,
79567,The journal of the Royal College of Physicians of Edinburgh,14782715,20428189,0.43,0.291,0.535
60388,The Journal of the Royal Institute of Public Health and Hygiene,3705609,,,,
19506,The Journal of the South Carolina Medical Association,383139,15444910,,0.101,
23624,The Journal of the Tennessee Dental Association,403385,,,0.179,
19400157820,The Journal of the Tennessee State Medical Association. Tennessee State Medical Association,7357338,,,,
20116,The Journal of the Western Society of Periodontology/Periodontal abstracts,1484893,,,0.175,
58813,The Journal of the Wisconsin Dental Association,914185,,,,
96674,The Journal of the Wisconsin State Dental Society,436674,,,,
19400157819,The Journal of thoracic surgery,965588,,,,
77438,The Journal of vitaminology,225398,,,,
12312,The Journal of volunteer administration,7336535,,,,
28279,The Kansas nurse,228710,,,,
82719,The Kiva,231940,,,,
80112,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,15989992,,0.37,0.22,
145479,The Korean journal of hepatology,1738222X,,,,
19400157825,The Lahey Clinic bulletin,,,,,
28301,The Lamp,473936,,,,
16590,The Lancet,1406736,1474547X,8.6,14.934,14.802
21100834316,The Lancet Child and Adolescent Health,,23524642,,,
21100237403,The Lancet Diabetes and Endocrinology,22138587,,5.67,9.705,5.226
21100786228,The Lancet Gastroenterology and Hepatology,24681253,,3.61,2.67,1.778
21100265444,The Lancet Global Health,2214109X,,4.47,8.756,5.994
21100370017,The Lancet Haematology,23523026,,4.12,5.98,3.23
21100369870,The Lancet HIV,,23523018,3.77,5.932,2.895
22471,The Lancet Infectious Diseases,14733099,,6.81,9.963,6.205
16860,The Lancet Neurology,14744422,,9.39,11.964,9.047
12354,The Lancet Oncology,14702045,14745488,10.35,16.085,9.454
21100858657,The Lancet Planetary Health,,25425196,,,
21100356804,The Lancet Psychiatry,,22150366,3.49,5.247,4.171
21100804406,The Lancet Public Health,,24682667,2.24,1.824,1.266
21100220495,The Lancet Respiratory Medicine,22132600,,4.93,7.746,5.67
9500154026,The Magazine of masonry construction,8986088,,,,
17200,The Malaysian journal of pathology,1268635,,0.58,0.262,0.505
33727,The Management of world wastes,7456921,,,,
56246,The Manchester medical gazette,252018,,,,
28732,The Massachusetts nurse,1630784,,,,
89836,The Medical journal of Malaya,257303,,,,
19500157728,The Medical journal of the South-West,3690458,,,,
54419,The Medical-moral newsletter,257397,,,,
54691,The Mendel newsletter; archival resources for the history of genetics & allied sciences,259241,,,,
12100155713,The Mental Lexicon,18711340,,0.78,0.547,0.872
19600162112,The Merck report,975842,,,,
22956,The Michigan historical review,8901686,,0.17,0.105,1.875
28745,The Michigan nurse,262366,,,0.103,
21100874154,The Microscopic Journal and Structural Record,20479751,13652818,,,
26853,The Middle East Journal,263141,,0.65,0.356,0.911
16257,The Midwest Quarterly,263451,,0,0.1,0
64961,The Milbank Memorial Fund quarterly,263745,,,,
5800169161,The Military Balance,4597222,14799022,0.14,0.103,
19400157843,The Mississippi doctor,,,,,
63902,The Missouri nurse,266655,,,,
25433,The Monist,269662,,0.39,0.282,0.555
21100874151,The Monthly Microscopical Journal,20471491,13652818,,,
19700170255,The Moving Image,15323978,,0.05,0.1,0
14047,The Muslim World,274909,14781913,0.15,0.115,0.347
14765,The NAHAM management journal,10573526,,,,
25462,The national Catholic bioethics quarterly,15325490,,,,
89120,The National environmental journal,10672583,,,,
22000,The Nation's health,280496,,,,
71080,The Nebraska medical journal,916730,,,,
57471,The Nebraska state medical journal,281956,,,,
76060,The Needle's Eye,,,,,
21100202751,The Neurodiagnostic journal,21646821,,0.36,0.151,0.27
70558,The New dentist : the official journal of the American Student Dental Association,1618431,,,,
17926,The New law journal,3066479,,,,
19600162091,The New Orleans medical and surgical journal,971790,,,,
23121,The New York Review of Books,287504,,0.14,0.184,0.447
27750,The New York times,3624331,,,,
87944,The New York times magazine,287822,,,,
62674,The New Zealand nursing journal. Kai tiaki,288535,,,,
72260,The Nigerian postgraduate medical journal,11171936,,,0.152,
28848,The Nursing journal of India,296503,,,0.124,
68274,The Nursing journal of Singapore,675814,,,,
62482,The Oklahoma nurse,301787,,,0.102,
19700186114,The Onderstepoort journal of veterinary science and animal industry,3697428,,,,
6400153182,The Online journal of current clinical trials,10592725,,,,
29322,The online journal of knowledge synthesis for nursing [electronic resource],10727639,,,,
29332,The Oregon nurse,304751,,,0.1,
22895,The Penn dental journal,314331,,,,
66523,The Pennsylvania medical journal,960667,,,,
29342,The Pennsylvania nurse,314617,,,0.102,
21100215712,The Permanente journal,15525767,15525775,1.2,0.479,
84195,The Personalist,315621,,,,
76522,The Personnel administrator,315729,,,,
17026,The Pharos of Alpha Omega Alpha-Honor Medical Society. Alpha Omega Alpha,317179,,0.07,0.125,
26077,The Philosophical Forum,0031806X,,0.15,0.12,0.35
26107,The Philosophical Review,318108,,1.69,3.101,3.383
19400157845,The Physical therapy review,7357435,,,,
19700186242,The Physiotherapy review,,,,,
28123,The practising midwife,14613123,,0.08,0.129,
29357,The Prairie rose,326666,,,,
21100797241,The Primary Care Companion for CNS Disorders,,21557780,0.68,0.117,
82884,The Prostate. Supplement,10505881,,,,
75179,The Psychohistory review,0363891X,,,,
16546,The Public Historian,2723433,,0.21,0.182,0.973
29369,The Pulse of the Montana State Nurses' Association,334189,,,,
14846,The Quality letter for healthcare leaders,10475311,,,,
66659,The Quarterly journal of experimental psychology,0033555X,,,,
